,Datetime,n_spawn,route,spawn_delay,Adjusted_Datetime,Stops
1145,2024-03-06 17:45:00,1.0,route_106,-20,2024-03-06 17:44:40,bs_25-bs_17-bs_3-bs_4
1146,2024-03-06 18:15:00,1.0,route_106,-20,2024-03-06 18:14:40,bs_25-bs_17-bs_3-bs_4
1147,2024-03-06 18:45:00,1.0,route_106,-20,2024-03-06 18:44:40,bs_25-bs_17-bs_3-bs_4
1148,2024-03-06 18:59:00,1.0,route_106,-20,2024-03-06 18:58:40,bs_25-bs_17-bs_3-bs_4
1149,2024-03-06 19:29:00,1.0,route_106,-20,2024-03-06 19:28:40,bs_25-bs_17-bs_3-bs_4
1150,2024-03-06 19:59:00,1.0,route_106,-20,2024-03-06 19:58:40,bs_25-bs_17-bs_3-bs_4
1151,2024-03-06 20:29:00,1.0,route_106,-20,2024-03-06 20:28:40,bs_25-bs_17-bs_3-bs_4
1152,2024-03-06 20:59:00,1.0,route_106,-20,2024-03-06 20:58:40,bs_25-bs_17-bs_3-bs_4
1153,2024-03-06 21:59:00,1.0,route_106,-20,2024-03-06 21:58:40,bs_25-bs_17-bs_3-bs_4
1154,2024-03-06 22:59:00,1.0,route_106,-20,2024-03-06 22:58:40,bs_25-bs_17-bs_3-bs_4
1155,2024-03-06 23:59:00,1.0,route_106,-20,2024-03-06 23:58:40,bs_25-bs_17-bs_3-bs_4
1156,2024-03-06 00:21:00,1.0,route_R106,-60,2024-03-06 00:20:00,bs_8-bs_18-bs_26
1157,2024-03-06 05:36:00,1.0,route_R106,-60,2024-03-06 05:35:00,bs_8-bs_18-bs_26
1158,2024-03-06 06:06:00,1.0,route_R106,-60,2024-03-06 06:05:00,bs_8-bs_18-bs_26
1159,2024-03-06 06:21:00,1.0,route_R106,-60,2024-03-06 06:20:00,bs_8-bs_18-bs_26
1160,2024-03-06 06:36:00,1.0,route_R106,-60,2024-03-06 06:35:00,bs_8-bs_18-bs_26
1161,2024-03-06 06:51:00,1.0,route_R106,-60,2024-03-06 06:50:00,bs_8-bs_18-bs_26
1162,2024-03-06 07:06:00,1.0,route_R106,-60,2024-03-06 07:05:00,bs_8-bs_18-bs_26
1163,2024-03-06 07:21:00,1.0,route_R106,-60,2024-03-06 07:20:00,bs_8-bs_18-bs_26
1164,2024-03-06 07:36:00,1.0,route_R106,-60,2024-03-06 07:35:00,bs_8-bs_18-bs_26
1165,2024-03-06 08:06:00,1.0,route_R106,-60,2024-03-06 08:05:00,bs_8-bs_18-bs_26
1166,2024-03-06 08:36:00,1.0,route_R106,-60,2024-03-06 08:35:00,bs_8-bs_18-bs_26
1167,2024-03-06 09:06:00,1.0,route_R106,-60,2024-03-06 09:05:00,bs_8-bs_18-bs_26
1168,2024-03-06 09:36:00,1.0,route_R106,-60,2024-03-06 09:35:00,bs_8-bs_18-bs_26
1169,2024-03-06 10:06:00,1.0,route_R106,-60,2024-03-06 10:05:00,bs_8-bs_18-bs_26
1170,2024-03-06 10:36:00,1.0,route_R106,-60,2024-03-06 10:35:00,bs_8-bs_18-bs_26
1171,2024-03-06 11:06:00,1.0,route_R106,-60,2024-03-06 11:05:00,bs_8-bs_18-bs_26
1172,2024-03-06 11:36:00,1.0,route_R106,-60,2024-03-06 11:35:00,bs_8-bs_18-bs_26
1173,2024-03-06 12:06:00,1.0,route_R106,-60,2024-03-06 12:05:00,bs_8-bs_18-bs_26
1174,2024-03-06 12:16:00,1.0,route_R106,-60,2024-03-06 12:15:00,bs_8-bs_18-bs_26
1175,2024-03-06 12:36:00,1.0,route_R106,-60,2024-03-06 12:35:00,bs_8-bs_18-bs_26
1176,2024-03-06 13:06:00,1.0,route_R106,-60,2024-03-06 13:05:00,bs_8-bs_18-bs_26
1177,2024-03-06 13:13:00,1.0,route_R106,-60,2024-03-06 13:12:00,bs_8-bs_18-bs_26
1178,2024-03-06 13:36:00,1.0,route_R106,-60,2024-03-06 13:35:00,bs_8-bs_18-bs_26
1179,2024-03-06 14:06:00,1.0,route_R106,-60,2024-03-06 14:05:00,bs_8-bs_18-bs_26
1180,2024-03-06 14:36:00,1.0,route_R106,-60,2024-03-06 14:35:00,bs_8-bs_18-bs_26
1181,2024-03-06 15:06:00,1.0,route_R106,-60,2024-03-06 15:05:00,bs_8-bs_18-bs_26
1182,2024-03-06 15:36:00,1.0,route_R106,-60,2024-03-06 15:35:00,bs_8-bs_18-bs_26
1183,2024-03-06 15:51:00,1.0,route_R106,-60,2024-03-06 15:50:00,bs_8-bs_18-bs_26
1184,2024-03-06 16:06:00,1.0,route_R106,-60,2024-03-06 16:05:00,bs_8-bs_18-bs_26
1185,2024-03-06 16:36:00,1.0,route_R106,-60,2024-03-06 16:35:00,bs_8-bs_18-bs_26
1186,2024-03-06 17:06:00,1.0,route_R106,-60,2024-03-06 17:05:00,bs_8-bs_18-bs_26
1187,2024-03-06 17:36:00,1.0,route_R106,-60,2024-03-06 17:35:00,bs_8-bs_18-bs_26
1188,2024-03-06 18:06:00,1.0,route_R106,-60,2024-03-06 18:05:00,bs_8-bs_18-bs_26
1189,2024-03-06 18:36:00,1.0,route_R106,-60,2024-03-06 18:35:00,bs_8-bs_18-bs_26
1190,2024-03-06 19:06:00,1.0,route_R106,-60,2024-03-06 19:05:00,bs_8-bs_18-bs_26
1191,2024-03-06 19:36:00,1.0,route_R106,-60,2024-03-06 19:35:00,bs_8-bs_18-bs_26
1192,2024-03-06 20:06:00,1.0,route_R106,-60,2024-03-06 20:05:00,bs_8-bs_18-bs_26
1193,2024-03-06 20:36:00,1.0,route_R106,-60,2024-03-06 20:35:00,bs_8-bs_18-bs_26
1194,2024-03-06 21:21:00,1.0,route_R106,-60,2024-03-06 21:20:00,bs_8-bs_18-bs_26
1195,2024-03-06 22:21:00,1.0,route_R106,-60,2024-03-06 22:20:00,bs_8-bs_18-bs_26
1196,2024-03-06 23:21:00,1.0,route_R106,-60,2024-03-06 23:20:00,bs_8-bs_18-bs_26
1197,2024-03-06 00:02:00,1.0,route_114,-120,2024-03-06 00:00:00,bs_25-bs_17-bs_3
1198,2024-03-06 05:02:00,1.0,route_114,-120,2024-03-06 05:00:00,bs_25-bs_17-bs_3
1199,2024-03-06 05:32:00,1.0,route_114,-120,2024-03-06 05:30:00,bs_25-bs_17-bs_3
1200,2024-03-06 06:02:00,1.0,route_114,-120,2024-03-06 06:00:00,bs_25-bs_17-bs_3
1201,2024-03-06 06:32:00,1.0,route_114,-120,2024-03-06 06:30:00,bs_25-bs_17-bs_3
1202,2024-03-06 06:47:00,1.0,route_114,-120,2024-03-06 06:45:00,bs_25-bs_17-bs_3
1203,2024-03-06 07:02:00,1.0,route_114,-120,2024-03-06 07:00:00,bs_25-bs_17-bs_3
1204,2024-03-06 07:12:00,1.0,route_114,-120,2024-03-06 07:10:00,bs_25-bs_17-bs_3
1205,2024-03-06 07:17:00,1.0,route_114,-120,2024-03-06 07:15:00,bs_25-bs_17-bs_3
1206,2024-03-06 07:32:00,1.0,route_114,-120,2024-03-06 07:30:00,bs_25-bs_17-bs_3
1207,2024-03-06 07:47:00,1.0,route_114,-120,2024-03-06 07:45:00,bs_25-bs_17-bs_3
1208,2024-03-06 08:02:00,1.0,route_114,-120,2024-03-06 08:00:00,bs_25-bs_17-bs_3
1209,2024-03-06 08:17:00,1.0,route_114,-120,2024-03-06 08:15:00,bs_25-bs_17-bs_3
1210,2024-03-06 08:32:00,1.0,route_114,-120,2024-03-06 08:30:00,bs_25-bs_17-bs_3
1211,2024-03-06 08:47:00,1.0,route_114,-120,2024-03-06 08:45:00,bs_25-bs_17-bs_3
1212,2024-03-06 09:02:00,1.0,route_114,-120,2024-03-06 09:00:00,bs_25-bs_17-bs_3
1213,2024-03-06 09:32:00,1.0,route_114,-120,2024-03-06 09:30:00,bs_25-bs_17-bs_3
1214,2024-03-06 10:02:00,1.0,route_114,-120,2024-03-06 10:00:00,bs_25-bs_17-bs_3
1215,2024-03-06 10:32:00,1.0,route_114,-120,2024-03-06 10:30:00,bs_25-bs_17-bs_3
1216,2024-03-06 11:02:00,1.0,route_114,-120,2024-03-06 11:00:00,bs_25-bs_17-bs_3
1217,2024-03-06 11:32:00,1.0,route_114,-120,2024-03-06 11:30:00,bs_25-bs_17-bs_3
1218,2024-03-06 12:02:00,1.0,route_114,-120,2024-03-06 12:00:00,bs_25-bs_17-bs_3
1219,2024-03-06 12:32:00,1.0,route_114,-120,2024-03-06 12:30:00,bs_25-bs_17-bs_3
1220,2024-03-06 13:02:00,1.0,route_114,-120,2024-03-06 13:00:00,bs_25-bs_17-bs_3
1221,2024-03-06 13:32:00,1.0,route_114,-120,2024-03-06 13:30:00,bs_25-bs_17-bs_3
1222,2024-03-06 14:02:00,1.0,route_114,-120,2024-03-06 14:00:00,bs_25-bs_17-bs_3
1223,2024-03-06 14:32:00,1.0,route_114,-120,2024-03-06 14:30:00,bs_25-bs_17-bs_3
1224,2024-03-06 15:02:00,1.0,route_114,-120,2024-03-06 15:00:00,bs_25-bs_17-bs_3
1225,2024-03-06 15:17:00,1.0,route_114,-120,2024-03-06 15:15:00,bs_25-bs_17-bs_3
1226,2024-03-06 15:32:00,1.0,route_114,-120,2024-03-06 15:30:00,bs_25-bs_17-bs_3
1227,2024-03-06 16:02:00,1.0,route_114,-120,2024-03-06 16:00:00,bs_25-bs_17-bs_3
1228,2024-03-06 16:17:00,1.0,route_114,-120,2024-03-06 16:15:00,bs_25-bs_17-bs_3
1229,2024-03-06 16:32:00,1.0,route_114,-120,2024-03-06 16:30:00,bs_25-bs_17-bs_3
1230,2024-03-06 16:47:00,1.0,route_114,-120,2024-03-06 16:45:00,bs_25-bs_17-bs_3
1231,2024-03-06 17:02:00,1.0,route_114,-120,2024-03-06 17:00:00,bs_25-bs_17-bs_3
1232,2024-03-06 17:17:00,1.0,route_114,-120,2024-03-06 17:15:00,bs_25-bs_17-bs_3
1233,2024-03-06 17:32:00,1.0,route_114,-120,2024-03-06 17:30:00,bs_25-bs_17-bs_3
1234,2024-03-06 17:47:00,1.0,route_114,-120,2024-03-06 17:45:00,bs_25-bs_17-bs_3
1235,2024-03-06 18:02:00,1.0,route_114,-120,2024-03-06 18:00:00,bs_25-bs_17-bs_3
1236,2024-03-06 18:17:00,1.0,route_114,-120,2024-03-06 18:15:00,bs_25-bs_17-bs_3
1237,2024-03-06 18:32:00,1.0,route_114,-120,2024-03-06 18:30:00,bs_25-bs_17-bs_3
1238,2024-03-06 18:47:00,1.0,route_114,-120,2024-03-06 18:45:00,bs_25-bs_17-bs_3
1239,2024-03-06 19:02:00,1.0,route_114,-120,2024-03-06 19:00:00,bs_25-bs_17-bs_3
1240,2024-03-06 19:17:00,1.0,route_114,-120,2024-03-06 19:15:00,bs_25-bs_17-bs_3
1241,2024-03-06 19:32:00,1.0,route_114,-120,2024-03-06 19:30:00,bs_25-bs_17-bs_3
1242,2024-03-06 19:47:00,1.0,route_114,-120,2024-03-06 19:45:00,bs_25-bs_17-bs_3
1243,2024-03-06 20:02:00,1.0,route_114,-120,2024-03-06 20:00:00,bs_25-bs_17-bs_3
1244,2024-03-06 20:32:00,1.0,route_114,-120,2024-03-06 20:30:00,bs_25-bs_17-bs_3
1245,2024-03-06 21:02:00,1.0,route_114,-120,2024-03-06 21:00:00,bs_25-bs_17-bs_3
1246,2024-03-06 21:32:00,1.0,route_114,-120,2024-03-06 21:30:00,bs_25-bs_17-bs_3
1247,2024-03-06 22:02:00,1.0,route_114,-120,2024-03-06 22:00:00,bs_25-bs_17-bs_3
1248,2024-03-06 22:32:00,1.0,route_114,-120,2024-03-06 22:30:00,bs_25-bs_17-bs_3
1249,2024-03-06 23:02:00,1.0,route_114,-120,2024-03-06 23:00:00,bs_25-bs_17-bs_3
1250,2024-03-06 23:32:00,1.0,route_114,-120,2024-03-06 23:30:00,bs_25-bs_17-bs_3
1251,2024-03-06 00:22:00,1.0,route_R114,-60,2024-03-06 00:21:00,bs_8-bs_18-bs_26
1252,2024-03-06 05:22:00,1.0,route_R114,-60,2024-03-06 05:21:00,bs_8-bs_18-bs_26
1253,2024-03-06 05:37:00,1.0,route_R114,-60,2024-03-06 05:36:00,bs_8-bs_18-bs_26
1254,2024-03-06 05:52:00,1.0,route_R114,-60,2024-03-06 05:51:00,bs_8-bs_18-bs_26
1255,2024-03-06 06:07:00,1.0,route_R114,-60,2024-03-06 06:06:00,bs_8-bs_18-bs_26
1256,2024-03-06 06:22:00,1.0,route_R114,-60,2024-03-06 06:21:00,bs_8-bs_18-bs_26
1257,2024-03-06 06:37:00,1.0,route_R114,-60,2024-03-06 06:36:00,bs_8-bs_18-bs_26
1258,2024-03-06 06:52:00,1.0,route_R114,-60,2024-03-06 06:51:00,bs_8-bs_18-bs_26
1259,2024-03-06 07:07:00,1.0,route_R114,-60,2024-03-06 07:06:00,bs_8-bs_18-bs_26
1260,2024-03-06 07:22:00,1.0,route_R114,-60,2024-03-06 07:21:00,bs_8-bs_18-bs_26
1261,2024-03-06 07:37:00,1.0,route_R114,-60,2024-03-06 07:36:00,bs_8-bs_18-bs_26
1262,2024-03-06 07:52:00,1.0,route_R114,-60,2024-03-06 07:51:00,bs_8-bs_18-bs_26
1263,2024-03-06 08:07:00,1.0,route_R114,-60,2024-03-06 08:06:00,bs_8-bs_18-bs_26
1264,2024-03-06 08:22:00,1.0,route_R114,-60,2024-03-06 08:21:00,bs_8-bs_18-bs_26
1265,2024-03-06 08:52:00,1.0,route_R114,-60,2024-03-06 08:51:00,bs_8-bs_18-bs_26
1266,2024-03-06 09:22:00,1.0,route_R114,-60,2024-03-06 09:21:00,bs_8-bs_18-bs_26
1267,2024-03-06 09:52:00,1.0,route_R114,-60,2024-03-06 09:51:00,bs_8-bs_18-bs_26
1268,2024-03-06 10:22:00,1.0,route_R114,-60,2024-03-06 10:21:00,bs_8-bs_18-bs_26
1269,2024-03-06 10:52:00,1.0,route_R114,-60,2024-03-06 10:51:00,bs_8-bs_18-bs_26
1270,2024-03-06 11:22:00,1.0,route_R114,-60,2024-03-06 11:21:00,bs_8-bs_18-bs_26
1271,2024-03-06 11:52:00,1.0,route_R114,-60,2024-03-06 11:51:00,bs_8-bs_18-bs_26
1272,2024-03-06 12:22:00,1.0,route_R114,-60,2024-03-06 12:21:00,bs_8-bs_18-bs_26
1273,2024-03-06 12:52:00,1.0,route_R114,-60,2024-03-06 12:51:00,bs_8-bs_18-bs_26
1274,2024-03-06 13:22:00,1.0,route_R114,-60,2024-03-06 13:21:00,bs_8-bs_18-bs_26
1275,2024-03-06 13:52:00,1.0,route_R114,-60,2024-03-06 13:51:00,bs_8-bs_18-bs_26
1276,2024-03-06 14:22:00,1.0,route_R114,-60,2024-03-06 14:21:00,bs_8-bs_18-bs_26
1277,2024-03-06 14:52:00,1.0,route_R114,-60,2024-03-06 14:51:00,bs_8-bs_18-bs_26
1278,2024-03-06 15:22:00,1.0,route_R114,-60,2024-03-06 15:21:00,bs_8-bs_18-bs_26
1279,2024-03-06 15:37:00,1.0,route_R114,-60,2024-03-06 15:36:00,bs_8-bs_18-bs_26
1280,2024-03-06 15:52:00,1.0,route_R114,-60,2024-03-06 15:51:00,bs_8-bs_18-bs_26
1281,2024-03-06 16:07:00,1.0,route_R114,-60,2024-03-06 16:06:00,bs_8-bs_18-bs_26
1282,2024-03-06 16:22:00,1.0,route_R114,-60,2024-03-06 16:21:00,bs_8-bs_18-bs_26
1283,2024-03-06 16:37:00,1.0,route_R114,-60,2024-03-06 16:36:00,bs_8-bs_18-bs_26
1284,2024-03-06 16:52:00,1.0,route_R114,-60,2024-03-06 16:51:00,bs_8-bs_18-bs_26
1285,2024-03-06 17:07:00,1.0,route_R114,-60,2024-03-06 17:06:00,bs_8-bs_18-bs_26
1286,2024-03-06 17:22:00,1.0,route_R114,-60,2024-03-06 17:21:00,bs_8-bs_18-bs_26
1287,2024-03-06 17:37:00,1.0,route_R114,-60,2024-03-06 17:36:00,bs_8-bs_18-bs_26
1288,2024-03-06 17:52:00,1.0,route_R114,-60,2024-03-06 17:51:00,bs_8-bs_18-bs_26
1289,2024-03-06 18:07:00,1.0,route_R114,-60,2024-03-06 18:06:00,bs_8-bs_18-bs_26
1290,2024-03-06 18:22:00,1.0,route_R114,-60,2024-03-06 18:21:00,bs_8-bs_18-bs_26
1291,2024-03-06 18:37:00,1.0,route_R114,-60,2024-03-06 18:36:00,bs_8-bs_18-bs_26
1292,2024-03-06 18:52:00,1.0,route_R114,-60,2024-03-06 18:51:00,bs_8-bs_18-bs_26
1293,2024-03-06 19:22:00,1.0,route_R114,-60,2024-03-06 19:21:00,bs_8-bs_18-bs_26
1294,2024-03-06 19:52:00,1.0,route_R114,-60,2024-03-06 19:51:00,bs_8-bs_18-bs_26
1295,2024-03-06 20:22:00,1.0,route_R114,-60,2024-03-06 20:21:00,bs_8-bs_18-bs_26
1296,2024-03-06 20:52:00,1.0,route_R114,-60,2024-03-06 20:51:00,bs_8-bs_18-bs_26
1297,2024-03-06 21:22:00,1.0,route_R114,-60,2024-03-06 21:21:00,bs_8-bs_18-bs_26
1298,2024-03-06 21:52:00,1.0,route_R114,-60,2024-03-06 21:51:00,bs_8-bs_18-bs_26
1299,2024-03-06 22:22:00,1.0,route_R114,-60,2024-03-06 22:21:00,bs_8-bs_18-bs_26
1300,2024-03-06 22:52:00,1.0,route_R114,-60,2024-03-06 22:51:00,bs_8-bs_18-bs_26
1301,2024-03-06 23:22:00,1.0,route_R114,-60,2024-03-06 23:21:00,bs_8-bs_18-bs_26
1302,2024-03-06 23:52:00,1.0,route_R114,-60,2024-03-06 23:51:00,bs_8-bs_18-bs_26
1303,2024-03-06 07:16:00,1.0,route_115,0,2024-03-06 07:16:00,bs_11-bs_3-bs_4
1304,2024-03-06 13:11:00,1.0,route_115,0,2024-03-06 13:11:00,bs_11-bs_3-bs_4
1305,2024-03-06 06:59:00,1.0,route_R115,0,2024-03-06 06:59:00,bs_9-bs_8-bs_12
1306,2024-03-06 07:20:00,1.0,route_R115,0,2024-03-06 07:20:00,bs_9-bs_8-bs_12
1307,2024-03-06 07:10:00,1.0,route_132,0,2024-03-06 07:10:00,bs_6-bs_13-bs_22-bs_24
1308,2024-03-06 07:28:00,1.0,route_132,0,2024-03-06 07:28:00,bs_6-bs_13-bs_22-bs_24
1309,2024-03-06 08:06:00,1.0,route_132,0,2024-03-06 08:06:00,bs_6-bs_13-bs_22-bs_24
1310,2024-03-06 09:25:00,1.0,route_132,0,2024-03-06 09:25:00,bs_6-bs_13-bs_22-bs_24
1311,2024-03-06 10:25:00,1.0,route_132,0,2024-03-06 10:25:00,bs_6-bs_13-bs_22-bs_24
1312,2024-03-06 11:23:00,1.0,route_132,0,2024-03-06 11:23:00,bs_6-bs_13-bs_22-bs_24
1313,2024-03-06 11:25:00,1.0,route_132,0,2024-03-06 11:25:00,bs_6-bs_13-bs_22-bs_24
1314,2024-03-06 12:18:00,1.0,route_132,0,2024-03-06 12:18:00,bs_6-bs_13-bs_22-bs_24
1315,2024-03-06 12:38:00,1.0,route_132,0,2024-03-06 12:38:00,bs_6-bs_13-bs_22-bs_24
1316,2024-03-06 13:19:00,1.0,route_132,0,2024-03-06 13:19:00,bs_6-bs_13-bs_22-bs_24
1317,2024-03-06 13:38:00,1.0,route_132,0,2024-03-06 13:38:00,bs_6-bs_13-bs_22-bs_24
1318,2024-03-06 13:44:00,1.0,route_132,0,2024-03-06 13:44:00,bs_6-bs_13-bs_22-bs_24
1319,2024-03-06 14:38:00,1.0,route_132,0,2024-03-06 14:38:00,bs_6-bs_13-bs_22-bs_24
1320,2024-03-06 15:38:00,1.0,route_132,0,2024-03-06 15:38:00,bs_6-bs_13-bs_22-bs_24
1321,2024-03-06 15:48:00,1.0,route_132,0,2024-03-06 15:48:00,bs_6-bs_13-bs_22-bs_24
1322,2024-03-06 16:37:00,1.0,route_132,0,2024-03-06 16:37:00,bs_6-bs_13-bs_22-bs_24
1323,2024-03-06 16:38:00,1.0,route_132,0,2024-03-06 16:38:00,bs_6-bs_13-bs_22-bs_24
1324,2024-03-06 17:27:00,1.0,route_132,0,2024-03-06 17:27:00,bs_6-bs_13-bs_22-bs_24
1325,2024-03-06 17:38:00,1.0,route_132,0,2024-03-06 17:38:00,bs_6-bs_13-bs_22-bs_24
1326,2024-03-06 07:17:00,1.0,route_R132,0,2024-03-06 07:17:00,bs_19-bs_17-bs_5
1327,2024-03-06 07:46:00,1.0,route_R132,0,2024-03-06 07:46:00,bs_19-bs_17-bs_5
1328,2024-03-06 08:13:00,1.0,route_R132,0,2024-03-06 08:13:00,bs_19-bs_17-bs_5
1329,2024-03-06 09:35:00,1.0,route_R132,0,2024-03-06 09:35:00,bs_19-bs_17-bs_5
1330,2024-03-06 10:35:00,1.0,route_R132,0,2024-03-06 10:35:00,bs_19-bs_17-bs_5
1331,2024-03-06 11:29:00,1.0,route_R132,0,2024-03-06 11:29:00,bs_19-bs_17-bs_5
1332,2024-03-06 11:48:00,1.0,route_R132,0,2024-03-06 11:48:00,bs_19-bs_17-bs_5
1333,2024-03-06 12:25:00,1.0,route_R132,0,2024-03-06 12:25:00,bs_19-bs_17-bs_5
1334,2024-03-06 12:48:00,1.0,route_R132,0,2024-03-06 12:48:00,bs_19-bs_17-bs_5
1335,2024-03-06 13:03:00,1.0,route_R132,0,2024-03-06 13:03:00,bs_19-bs_17-bs_5
1336,2024-03-06 13:25:00,1.0,route_R132,0,2024-03-06 13:25:00,bs_19-bs_17-bs_5
1337,2024-03-06 13:48:00,1.0,route_R132,0,2024-03-06 13:48:00,bs_19-bs_17-bs_5
1338,2024-03-06 13:50:00,1.0,route_R132,0,2024-03-06 13:50:00,bs_19-bs_17-bs_5
1339,2024-03-06 14:48:00,1.0,route_R132,0,2024-03-06 14:48:00,bs_19-bs_17-bs_5
1340,2024-03-06 15:06:00,1.0,route_R132,0,2024-03-06 15:06:00,bs_19-bs_17-bs_5
1341,2024-03-06 15:26:00,1.0,route_R132,0,2024-03-06 15:26:00,bs_19-bs_17-bs_5
1342,2024-03-06 15:48:00,1.0,route_R132,0,2024-03-06 15:48:00,bs_19-bs_17-bs_5
1343,2024-03-06 15:55:00,1.0,route_R132,0,2024-03-06 15:55:00,bs_19-bs_17-bs_5
1344,2024-03-06 16:45:00,1.0,route_R132,0,2024-03-06 16:45:00,bs_19-bs_17-bs_5
1345,2024-03-06 16:48:00,1.0,route_R132,0,2024-03-06 16:48:00,bs_19-bs_17-bs_5
1346,2024-03-06 17:35:00,1.0,route_R132,0,2024-03-06 17:35:00,bs_19-bs_17-bs_5
1347,2024-03-06 17:48:00,1.0,route_R132,0,2024-03-06 17:48:00,bs_19-bs_17-bs_5
1348,2024-03-06 06:23:00,1.0,route_138,0,2024-03-06 06:23:00,bs_1-bs_0-bs_20
1349,2024-03-06 07:09:00,1.0,route_138,0,2024-03-06 07:09:00,bs_1-bs_0-bs_20
1350,2024-03-06 07:33:00,1.0,route_138,0,2024-03-06 07:33:00,bs_1-bs_0-bs_20
1351,2024-03-06 08:21:00,1.0,route_138,0,2024-03-06 08:21:00,bs_1-bs_0-bs_20
1352,2024-03-06 09:17:00,1.0,route_138,0,2024-03-06 09:17:00,bs_1-bs_0-bs_20
1353,2024-03-06 11:20:00,1.0,route_138,0,2024-03-06 11:20:00,bs_1-bs_0-bs_20
1354,2024-03-06 12:19:00,1.0,route_138,0,2024-03-06 12:19:00,bs_1-bs_0-bs_20
1355,2024-03-06 13:05:00,1.0,route_138,0,2024-03-06 13:05:00,bs_1-bs_0-bs_20
1356,2024-03-06 13:47:00,1.0,route_138,0,2024-03-06 13:47:00,bs_1-bs_0-bs_20
1357,2024-03-06 14:32:00,1.0,route_138,0,2024-03-06 14:32:00,bs_1-bs_0-bs_20
1358,2024-03-06 15:14:00,1.0,route_138,0,2024-03-06 15:14:00,bs_1-bs_0-bs_20
1359,2024-03-06 16:00:00,1.0,route_138,0,2024-03-06 16:00:00,bs_1-bs_0-bs_20
1360,2024-03-06 16:42:00,1.0,route_138,0,2024-03-06 16:42:00,bs_1-bs_0-bs_20
1361,2024-03-06 17:34:00,1.0,route_138,0,2024-03-06 17:34:00,bs_1-bs_0-bs_20
1362,2024-03-06 18:04:00,1.0,route_138,0,2024-03-06 18:04:00,bs_1-bs_0-bs_20
1363,2024-03-06 06:01:00,1.0,route_R138,0,2024-03-06 06:01:00,bs_19-bs_0-bs_10
1364,2024-03-06 06:46:00,1.0,route_R138,0,2024-03-06 06:46:00,bs_19-bs_0-bs_10
1365,2024-03-06 07:21:00,1.0,route_R138,0,2024-03-06 07:21:00,bs_19-bs_0-bs_10
1366,2024-03-06 08:20:00,1.0,route_R138,0,2024-03-06 08:20:00,bs_19-bs_0-bs_10
1367,2024-03-06 09:25:00,1.0,route_R138,0,2024-03-06 09:25:00,bs_19-bs_0-bs_10
1368,2024-03-06 11:25:00,1.0,route_R138,0,2024-03-06 11:25:00,bs_19-bs_0-bs_10
1369,2024-03-06 12:23:00,1.0,route_R138,0,2024-03-06 12:23:00,bs_19-bs_0-bs_10
1370,2024-03-06 13:19:00,1.0,route_R138,0,2024-03-06 13:19:00,bs_19-bs_0-bs_10
1371,2024-03-06 14:06:00,1.0,route_R138,0,2024-03-06 14:06:00,bs_19-bs_0-bs_10
1372,2024-03-06 14:47:00,1.0,route_R138,0,2024-03-06 14:47:00,bs_19-bs_0-bs_10
1373,2024-03-06 15:35:00,1.0,route_R138,0,2024-03-06 15:35:00,bs_19-bs_0-bs_10
1374,2024-03-06 16:12:00,1.0,route_R138,0,2024-03-06 16:12:00,bs_19-bs_0-bs_10
1375,2024-03-06 17:00:00,1.0,route_R138,0,2024-03-06 17:00:00,bs_19-bs_0-bs_10
1376,2024-03-06 17:41:00,1.0,route_R138,0,2024-03-06 17:41:00,bs_19-bs_0-bs_10
1377,2024-03-06 18:31:00,1.0,route_R138,0,2024-03-06 18:31:00,bs_19-bs_0-bs_10
1378,2024-03-07 04:27:00,1.0,route_101,0,2024-03-07 04:27:00,bs_0-bs_17-bs_2-bs_3-bs_4
1379,2024-03-07 04:57:00,1.0,route_101,0,2024-03-07 04:57:00,bs_0-bs_17-bs_2-bs_3-bs_4
1380,2024-03-07 05:12:00,1.0,route_101,0,2024-03-07 05:12:00,bs_0-bs_17-bs_2-bs_3-bs_4
1381,2024-03-07 05:27:00,1.0,route_101,0,2024-03-07 05:27:00,bs_0-bs_17-bs_2-bs_3-bs_4
1382,2024-03-07 05:42:00,1.0,route_101,0,2024-03-07 05:42:00,bs_0-bs_17-bs_2-bs_3-bs_4
1383,2024-03-07 05:57:00,1.0,route_101,0,2024-03-07 05:57:00,bs_0-bs_17-bs_2-bs_3-bs_4
1384,2024-03-07 06:12:00,1.0,route_101,0,2024-03-07 06:12:00,bs_0-bs_17-bs_2-bs_3-bs_4
1385,2024-03-07 06:27:00,1.0,route_101,0,2024-03-07 06:27:00,bs_0-bs_17-bs_2-bs_3-bs_4
1386,2024-03-07 06:42:00,1.0,route_101,0,2024-03-07 06:42:00,bs_0-bs_17-bs_2-bs_3-bs_4
1387,2024-03-07 06:57:00,1.0,route_101,0,2024-03-07 06:57:00,bs_0-bs_17-bs_2-bs_3-bs_4
1388,2024-03-07 07:12:00,1.0,route_101,0,2024-03-07 07:12:00,bs_0-bs_17-bs_2-bs_3-bs_4
1389,2024-03-07 07:27:00,1.0,route_101,0,2024-03-07 07:27:00,bs_0-bs_17-bs_2-bs_3-bs_4
1390,2024-03-07 07:42:00,1.0,route_101,0,2024-03-07 07:42:00,bs_0-bs_17-bs_2-bs_3-bs_4
1391,2024-03-07 07:57:00,1.0,route_101,0,2024-03-07 07:57:00,bs_0-bs_17-bs_2-bs_3-bs_4
